customer_id,recency_days,frequency,monetary,ticket_count,return_rate,abandoned_carts_30d,R_score,F_score,M_score,segment_name
CUST00087,361.0,4.0,6597.584267210228,1.0,0.0,3,1,3,3,at_risk_customers
CUST00088,306.0,5.0,12031.742776267603,0.0,0.4,5,1,4,5,at_risk_customers
CUST00089,170.0,2.0,4321.8824181348555,0.0,0.0,3,2,1,2,high_intent_abandoner
CUST00090,38.0,8.0,11514.503998326058,0.0,0.0,3,4,5,5,champions
CUST00091,428.0,3.0,8703.18950065886,1.0,0.0,4,1,2,4,high_intent_abandoner
CUST00092,10.0,6.0,11806.264502802222,1.0,0.16666666666666666,5,5,5,5,champions
CUST00093,3.0,5.0,11395.946939638121,0.0,0.4,5,5,4,5,champions
CUST00094,444.0,1.0,1538.582131034983,0.0,0.0,4,1,1,1,high_intent_abandoner
CUST00095,215.0,3.0,7317.708267710894,2.0,0.0,0,2,2,3,dormant_customers
CUST00096,50.0,1.0,2286.2869542345047,0.0,0.0,5,4,1,1,high_intent_abandoner
CUST00097,24.0,2.0,3123.465872431423,0.0,0.0,4,5,1,1,high_intent_abandoner
CUST00098,438.0,1.0,2129.162612409211,0.0,0.0,5,1,1,1,high_intent_abandoner
CUST00099,262.0,3.0,3273.9013309841102,3.0,0.3333333333333333,0,1,2,1,dormant_customers
CUST00100,126.0,2.0,3246.9621971856805,1.0,0.0,3,3,1,1,high_intent_abandoner
CUST00101,126.0,4.0,4477.4658773409155,0.0,0.0,2,3,3,2,discount_sensitive_customers
CUST00102,256.0,2.0,3790.7165430904565,0.0,0.0,2,2,1,2,dormant_customers
CUST00103,67.0,2.0,4836.72603928227,0.0,0.5,5,4,1,2,high_intent_abandoner
CUST00104,101.0,3.0,2389.0443805153477,0.0,0.0,4,3,2,1,high_intent_abandoner
CUST00105,60.0,7.0,15305.51694226982,1.0,0.0,5,4,5,5,champions
CUST00106,25.0,5.0,7897.909686888994,0.0,0.0,3,5,4,4,champions
CUST00107,133.0,2.0,3401.389847522477,2.0,0.0,5,3,1,1,high_intent_abandoner
CUST00108,105.0,2.0,3548.5424428169977,2.0,0.0,3,3,1,2,high_intent_abandoner
CUST00109,191.0,2.0,4168.5414976808415,2.0,0.0,0,2,1,2,dormant_customers
CUST00110,35.0,3.0,6070.82848633566,1.0,0.0,0,5,2,3,new_customers
CUST00111,20.0,4.0,7782.066537845981,2.0,0.0,3,5,3,4,high_value_unhappy
CUST00112,98.0,3.0,2322.5293242858515,1.0,0.0,5,3,2,1,high_intent_abandoner
CUST00113,150.0,2.0,5376.476064011714,1.0,0.5,4,2,1,2,high_intent_abandoner
CUST00114,493.0,1.0,3139.113667518549,2.0,0.0,4,1,1,1,high_intent_abandoner
CUST00115,208.0,5.0,10646.769881073642,2.0,0.0,3,2,4,5,high_value_unhappy
CUST00116,23.0,5.0,5298.143864635776,3.0,0.0,5,5,4,2,discount_sensitive_customers
CUST00117,67.0,5.0,8384.466702539303,2.0,0.0,5,4,4,4,high_value_unhappy
CUST00118,141.0,5.0,11292.094956398545,1.0,0.2,2,3,4,5,loyal_customers
CUST00119,86.0,4.0,6380.943752448387,0.0,0.0,2,3,3,3,loyal_customers
CUST00120,15.0,1.0,2733.414069836415,0.0,0.0,0,5,1,1,new_customers
CUST00121,119.0,3.0,4900.38309815209,3.0,0.0,5,3,2,2,high_intent_abandoner
CUST00122,152.0,2.0,1427.2518308198082,1.0,0.0,3,2,1,1,high_intent_abandoner
CUST00123,210.0,8.0,15919.837310323328,2.0,0.375,2,2,5,5,high_value_unhappy
CUST00124,161.0,4.0,4661.4035688548765,0.0,0.0,4,2,3,2,discount_sensitive_customers
CUST00125,170.0,2.0,6710.8663993931805,0.0,0.0,1,2,1,3,dormant_customers
CUST00126,124.0,6.0,12007.125374493893,0.0,0.16666666666666666,1,3,5,5,loyal_customers
CUST00127,28.0,4.0,5526.275136084307,2.0,0.0,5,5,3,2,discount_sensitive_customers
CUST00128,107.0,5.0,8768.726218454967,0.0,0.0,3,3,4,4,loyal_customers
CUST00129,146.0,5.0,5659.769821490028,2.0,0.2,0,3,4,3,loyal_customers
CUST00130,76.0,8.0,13399.232076232667,2.0,0.0,1,4,5,5,high_value_unhappy
CUST00131,29.0,3.0,2798.158525800069,2.0,0.0,4,5,2,1,high_intent_abandoner
CUST00132,360.0,3.0,3554.7817146808025,1.0,0.3333333333333333,4,1,2,2,high_intent_abandoner
CUST00133,263.0,7.0,12920.888437755286,1.0,0.0,4,1,5,5,at_risk_customers
CUST00134,47.0,3.0,3336.7760868146734,0.0,0.0,1,4,2,1,new_customers
CUST00135,361.0,3.0,4952.353457153895,0.0,0.6666666666666666,2,1,2,2,dormant_customers
CUST00136,212.0,1.0,3324.7268896203036,2.0,0.0,4,2,1,1,high_intent_abandoner
CUST00137,39.0,7.0,10950.75056523861,0.0,0.0,0,4,5,5,champions
CUST00138,285.0,3.0,5781.5648555566295,0.0,0.0,3,1,2,3,high_intent_abandoner
CUST00139,18.0,9.0,14801.12803415582,0.0,0.1111111111111111,3,5,5,5,champions
CUST00140,180.0,3.0,6579.12283824507,0.0,0.0,3,2,2,3,high_intent_abandoner
CUST00141,90.0,5.0,13035.157734919416,0.0,0.0,2,3,4,5,loyal_customers
CUST00142,231.0,3.0,7195.150661110332,0.0,0.0,3,2,2,3,high_intent_abandoner
CUST00143,6.0,5.0,6498.912405778476,0.0,0.0,3,5,4,3,loyal_customers
CUST00144,72.0,6.0,12757.049719691067,0.0,0.0,1,4,5,5,champions
CUST00145,268.0,3.0,3000.511819285184,5.0,0.3333333333333333,2,1,2,1,dormant_customers
CUST00146,72.0,7.0,10843.748071802509,0.0,0.0,2,4,5,5,champions
CUST00147,144.0,4.0,4191.924639070029,1.0,0.0,1,3,3,2,discount_sensitive_customers
CUST00148,3.0,7.0,10339.19823028963,0.0,0.14285714285714285,0,5,5,5,champions
CUST00149,69.0,8.0,15686.390748104715,3.0,0.0,3,4,5,5,high_value_unhappy
CUST00150,999.0,0.0,0.0,0.0,0.0,0,1,1,1,dormant_customers
CUST00151,122.0,1.0,2033.5956897391081,1.0,0.0,1,3,1,1,discount_sensitive_customers
CUST00152,122.0,3.0,3838.7860964131046,1.0,0.3333333333333333,1,3,2,2,discount_sensitive_customers
CUST00153,211.0,2.0,3052.3132942038364,0.0,1.0,1,2,1,1,dormant_customers
CUST00154,24.0,7.0,12781.945971325255,1.0,0.14285714285714285,1,5,5,5,champions
CUST00155,42.0,5.0,6605.544080913305,2.0,0.4,5,4,4,3,loyal_customers
CUST00156,79.0,3.0,5663.438992928823,1.0,0.3333333333333333,4,4,2,3,high_intent_abandoner
CUST00157,92.0,3.0,4078.9663365593933,0.0,0.0,1,3,2,2,discount_sensitive_customers
CUST00158,24.0,3.0,4139.228814629926,1.0,0.0,0,5,2,2,new_customers
CUST00159,76.0,3.0,2414.4375067443916,2.0,0.0,1,4,2,1,new_customers
CUST00160,60.0,4.0,3906.188262100439,0.0,0.25,0,4,3,2,discount_sensitive_customers
CUST00161,418.0,3.0,6409.911248509813,1.0,0.0,1,1,2,3,dormant_customers
CUST00162,32.0,5.0,11294.895496029305,1.0,0.2,1,5,4,5,champions
CUST00163,115.0,5.0,9689.658399273387,2.0,0.2,4,3,4,4,high_value_unhappy
CUST00164,184.0,4.0,8361.115641902801,1.0,0.0,1,2,3,4,at_risk_customers
CUST00165,7.0,4.0,8281.57966492339,0.0,0.25,3,5,3,4,loyal_customers
CUST00166,6.0,9.0,17049.495736862234,0.0,0.2222222222222222,4,5,5,5,champions
CUST00167,164.0,4.0,9475.070271689532,1.0,0.0,4,2,3,4,at_risk_customers
CUST00168,383.0,2.0,5596.619736527571,1.0,0.5,3,1,1,3,high_intent_abandoner
CUST00169,169.0,3.0,8406.26057860492,0.0,0.0,5,2,2,4,high_intent_abandoner
CUST00170,999.0,0.0,0.0,1.0,0.0,4,1,1,1,high_intent_abandoner
CUST00171,283.0,6.0,12399.446616554644,0.0,0.16666666666666666,1,1,5,5,at_risk_customers
CUST00172,29.0,6.0,13545.374201034374,1.0,0.16666666666666666,3,5,5,5,champions
CUST00173,98.0,4.0,3943.728669899622,0.0,0.5,1,3,3,2,discount_sensitive_customers
CUST00174,232.0,1.0,510.45988523489575,0.0,0.0,4,2,1,1,high_intent_abandoner
CUST00175,132.0,4.0,6048.909814025488,1.0,0.0,2,3,3,3,loyal_customers
CUST00176,108.0,3.0,6005.442283190847,0.0,0.0,3,3,2,3,high_intent_abandoner
CUST00177,62.0,4.0,4939.919679165682,0.0,0.0,0,4,3,2,discount_sensitive_customers
CUST00178,423.0,1.0,891.8722701180153,1.0,0.0,4,1,1,1,high_intent_abandoner
CUST00179,6.0,7.0,11872.315953922585,3.0,0.2857142857142857,2,5,5,5,high_value_unhappy
CUST00180,209.0,4.0,4923.55598027938,0.0,0.25,4,2,3,2,discount_sensitive_customers
CUST00181,99.0,5.0,8840.192267392962,2.0,0.4,1,3,4,4,high_value_unhappy
CUST00182,171.0,4.0,7316.2818442916205,1.0,0.0,5,2,3,3,at_risk_customers
CUST00183,83.0,5.0,8884.254654939497,3.0,0.2,5,4,4,4,high_value_unhappy
CUST00184,391.0,2.0,2583.049619376421,3.0,0.0,1,1,1,1,dormant_customers
CUST00185,14.0,2.0,3432.619511352763,0.0,0.0,5,5,1,1,high_intent_abandoner
CUST00186,419.0,2.0,3675.875877685174,0.0,0.0,1,1,1,2,dormant_customers
CUST00187,59.0,7.0,10979.835726078487,0.0,0.14285714285714285,2,4,5,5,champions
CUST00188,116.0,3.0,4871.080553789262,0.0,0.3333333333333333,1,3,2,2,discount_sensitive_customers
CUST00189,372.0,4.0,6452.462408792055,0.0,0.0,4,1,3,3,at_risk_customers
CUST00190,38.0,5.0,5588.738613731155,1.0,0.0,4,4,4,3,loyal_customers
CUST00191,169.0,5.0,10881.25480737535,1.0,0.2,5,2,4,5,at_risk_customers
CUST00192,22.0,9.0,16419.09926115195,1.0,0.1111111111111111,4,5,5,5,champions
CUST00193,42.0,3.0,4802.367146314999,0.0,0.0,3,4,2,2,high_intent_abandoner
CUST00194,48.0,4.0,9311.852177047636,1.0,0.25,4,4,3,4,loyal_customers
CUST00195,103.0,5.0,9845.941269035811,1.0,0.2,1,3,4,4,loyal_customers
CUST00196,133.0,1.0,1537.6565705644407,0.0,0.0,3,3,1,1,high_intent_abandoner
CUST00197,43.0,2.0,3007.1730760369783,0.0,0.0,3,4,1,1,high_intent_abandoner
CUST00198,52.0,7.0,10931.094913323184,0.0,0.0,3,4,5,5,champions
CUST00199,471.0,2.0,2839.852587709042,2.0,0.5,3,1,1,1,high_intent_abandoner
CUST00200,1.0,1.0,3030.4611118674943,1.0,0.0,5,5,1,1,high_intent_abandoner
CUST00201,42.0,3.0,5625.085295984545,0.0,0.0,2,4,2,3,new_customers
CUST00202,50.0,7.0,13372.831513190797,0.0,0.2857142857142857,5,4,5,5,champions
CUST00203,10.0,5.0,6989.874472287515,1.0,0.2,4,5,4,3,loyal_customers
CUST00204,39.0,3.0,4735.068182195934,1.0,0.3333333333333333,2,4,2,2,new_customers
CUST00205,102.0,5.0,10955.918693138785,0.0,0.2,5,3,4,5,loyal_customers
CUST00206,380.0,2.0,3274.4559944195034,0.0,0.5,0,1,1,1,dormant_customers
CUST00207,31.0,5.0,9032.514903264859,2.0,0.0,2,5,4,4,high_value_unhappy
CUST00208,256.0,6.0,8939.046619876945,1.0,0.16666666666666666,5,2,5,4,at_risk_customers
CUST00209,114.0,2.0,4235.918509372,1.0,0.5,5,3,1,2,high_intent_abandoner
CUST00210,285.0,6.0,12561.200456619346,2.0,0.16666666666666666,3,1,5,5,high_value_unhappy
CUST00211,378.0,2.0,3713.6274479083904,2.0,0.0,4,1,1,2,high_intent_abandoner
CUST00212,54.0,2.0,4636.672980835965,1.0,0.0,5,4,1,2,high_intent_abandoner
CUST00213,158.0,5.0,13246.984776812293,2.0,0.2,4,2,4,5,high_value_unhappy
CUST00214,148.0,5.0,9557.60562175198,2.0,0.0,1,2,4,4,high_value_unhappy
CUST00215,54.0,3.0,4338.618346391899,1.0,0.0,5,4,2,2,high_intent_abandoner
CUST00216,27.0,7.0,10162.496101011613,1.0,0.0,2,5,5,4,champions
CUST00217,80.0,5.0,10872.750125192895,1.0,0.0,4,4,4,5,champions
CUST00218,999.0,0.0,0.0,1.0,0.0,0,1,1,1,dormant_customers
CUST00219,306.0,2.0,5837.166477065189,2.0,0.0,0,1,1,3,dormant_customers
CUST00220,384.0,3.0,4268.474296103659,2.0,0.3333333333333333,5,1,2,2,high_intent_abandoner
CUST00221,189.0,4.0,7193.156365308516,0.0,0.0,2,2,3,3,at_risk_customers
CUST00222,269.0,1.0,2229.931306847264,0.0,0.0,5,1,1,1,high_intent_abandoner
CUST00223,50.0,5.0,10135.463415880517,0.0,0.0,5,4,4,4,champions
CUST00224,34.0,5.0,13129.92823849263,1.0,0.0,1,5,4,5,champions
CUST00225,2.0,5.0,12557.67052020545,5.0,0.0,5,5,4,5,high_value_unhappy
CUST00226,272.0,8.0,14027.652777763207,1.0,0.25,5,1,5,5,at_risk_customers
CUST00227,201.0,4.0,7170.776291602614,2.0,0.0,0,2,3,3,at_risk_customers
CUST00228,46.0,5.0,9654.031522473302,2.0,0.0,1,4,4,4,high_value_unhappy
CUST00229,41.0,5.0,12930.55943760874,1.0,0.0,2,4,4,5,champions
CUST00230,55.0,3.0,6809.745576620256,1.0,0.3333333333333333,5,4,2,3,high_intent_abandoner
CUST00231,105.0,3.0,8861.333265795,2.0,0.3333333333333333,4,3,2,4,high_intent_abandoner
CUST00232,24.0,3.0,6356.130876349362,0.0,0.3333333333333333,1,5,2,3,new_customers
CUST00233,373.0,4.0,6723.821884648122,2.0,0.25,5,1,3,3,at_risk_customers
CUST00234,140.0,4.0,9846.010491364746,2.0,0.0,0,3,3,4,high_value_unhappy
CUST00235,77.0,8.0,14130.585068493077,0.0,0.25,1,4,5,5,champions
CUST00236,167.0,6.0,9314.286899485112,1.0,0.5,4,2,5,4,at_risk_customers
CUST00237,66.0,5.0,9084.778874941296,0.0,0.2,5,4,4,4,champions
CUST00238,223.0,3.0,7711.233326039275,2.0,0.0,4,2,2,4,high_intent_abandoner
CUST00239,211.0,4.0,5326.148233815265,0.0,0.0,0,2,3,2,discount_sensitive_customers
CUST00240,95.0,2.0,5548.830981109127,0.0,0.5,1,3,1,3,discount_sensitive_customers
CUST00241,240.0,2.0,2987.489564769324,0.0,0.5,1,2,1,1,dormant_customers
CUST00242,144.0,6.0,9073.035889381455,1.0,0.0,3,3,5,4,loyal_customers
CUST00243,43.0,4.0,5166.32608620039,1.0,0.0,0,4,3,2,discount_sensitive_customers
CUST00244,253.0,4.0,4794.04733734546,1.0,0.0,1,2,3,2,discount_sensitive_customers
CUST00245,48.0,7.0,11039.146355145604,0.0,0.14285714285714285,2,4,5,5,champions
CUST00246,396.0,2.0,4983.411145491784,0.0,0.0,3,1,1,2,high_intent_abandoner
CUST00247,254.0,2.0,5882.1611885539205,1.0,0.0,0,2,1,3,dormant_customers
CUST00248,345.0,1.0,692.0004338135944,0.0,0.0,4,1,1,1,high_intent_abandoner
CUST00249,375.0,1.0,1098.4130787860959,1.0,0.0,0,1,1,1,dormant_customers
CUST00250,314.0,5.0,7958.084949848855,0.0,0.2,2,1,4,4,at_risk_customers
CUST00251,1.0,5.0,8988.80346376252,0.0,0.0,2,5,4,4,champions
CUST00252,999.0,0.0,0.0,2.0,0.0,4,1,1,1,high_intent_abandoner
CUST00253,34.0,4.0,4838.974976729985,0.0,0.0,4,5,3,2,discount_sensitive_customers
CUST00254,200.0,6.0,11245.366511066566,0.0,0.0,4,2,5,5,at_risk_customers
CUST00255,201.0,5.0,7264.6985506086,0.0,0.0,3,2,4,3,at_risk_customers
CUST00256,10.0,3.0,6797.3183115907705,3.0,0.3333333333333333,2,5,2,3,new_customers
CUST00257,76.0,7.0,15266.015003766372,1.0,0.14285714285714285,4,4,5,5,champions
CUST00258,518.0,1.0,422.5186074731368,1.0,1.0,2,1,1,1,dormant_customers
CUST00259,110.0,9.0,16568.15688028835,1.0,0.0,3,3,5,5,loyal_customers
CUST00260,145.0,2.0,2740.859778091402,0.0,0.0,5,3,1,1,high_intent_abandoner
CUST00261,92.0,2.0,4596.919550774513,0.0,0.0,3,3,1,2,high_intent_abandoner
CUST00262,16.0,5.0,8980.430065186849,0.0,0.0,5,5,4,4,champions
CUST00263,69.0,2.0,6104.300483129122,1.0,0.0,2,4,1,3,new_customers
CUST00264,999.0,0.0,0.0,1.0,0.0,4,1,1,1,high_intent_abandoner
CUST00265,22.0,6.0,5059.344057804768,2.0,0.0,5,5,5,2,discount_sensitive_customers
CUST00266,188.0,4.0,5811.691865257392,0.0,0.25,0,2,3,3,at_risk_customers
CUST00267,48.0,3.0,5050.561304073617,2.0,0.6666666666666666,1,4,2,2,new_customers
CUST00268,43.0,4.0,10235.59439713434,1.0,0.25,2,4,3,4,loyal_customers
CUST00269,433.0,1.0,3230.650979101424,0.0,0.0,5,1,1,1,high_intent_abandoner
CUST00270,309.0,5.0,9164.723650659105,0.0,0.2,3,1,4,4,at_risk_customers
CUST00271,100.0,9.0,18645.155089713884,0.0,0.1111111111111111,4,3,5,5,loyal_customers
CUST00272,95.0,4.0,4760.787408124305,0.0,0.0,5,3,3,2,discount_sensitive_customers
CUST00273,37.0,6.0,11895.521292729774,1.0,0.0,1,4,5,5,champions
CUST00274,148.0,4.0,7825.5830565307815,0.0,0.0,2,2,3,4,at_risk_customers
CUST00275,280.0,2.0,3712.2733004517604,0.0,0.0,0,1,1,2,dormant_customers
CUST00276,90.0,5.0,7513.225403910427,2.0,0.2,0,3,4,3,loyal_customers
CUST00277,28.0,3.0,7374.269216973088,0.0,0.0,3,5,2,3,high_intent_abandoner
CUST00278,137.0,7.0,15255.230067429566,3.0,0.14285714285714285,3,3,5,5,high_value_unhappy
CUST00279,345.0,2.0,5567.995162445886,2.0,0.5,3,1,1,3,high_intent_abandoner
CUST00280,26.0,2.0,5676.70795234775,0.0,0.5,2,5,1,3,new_customers
CUST00281,218.0,5.0,9299.149312750633,1.0,0.2,0,2,4,4,at_risk_customers
CUST00282,174.0,3.0,5492.896134114815,3.0,0.0,0,2,2,2,dormant_customers
CUST00283,41.0,6.0,8238.791753723672,0.0,0.0,3,4,5,4,champions
CUST00284,211.0,4.0,4669.081774056609,0.0,0.25,3,2,3,2,discount_sensitive_customers
CUST00285,259.0,4.0,8209.335046808439,0.0,0.0,4,1,3,4,at_risk_customers
CUST00286,164.0,3.0,6913.256512426171,1.0,0.3333333333333333,0,2,2,3,dormant_customers
CUST00287,999.0,0.0,0.0,0.0,0.0,3,1,1,1,high_intent_abandoner
CUST00288,483.0,2.0,5321.894960223017,0.0,0.0,3,1,1,2,high_intent_abandoner
CUST00289,114.0,5.0,8897.246060726793,4.0,0.2,3,3,4,4,high_value_unhappy
CUST00290,562.0,2.0,2081.6537609239176,0.0,0.0,5,1,1,1,high_intent_abandoner
CUST00291,27.0,1.0,635.3942751022249,2.0,0.0,4,5,1,1,high_intent_abandoner
CUST00292,421.0,1.0,1619.5172505941348,0.0,0.0,0,1,1,1,dormant_customers
CUST00293,147.0,4.0,5779.272923614192,0.0,0.25,0,3,3,3,loyal_customers
CUST00294,282.0,2.0,4152.594598207039,1.0,0.5,0,1,1,2,dormant_customers
CUST00295,88.0,7.0,8664.03442676856,0.0,0.0,4,3,5,4,loyal_customers
CUST00296,402.0,3.0,7837.720720033328,0.0,0.0,2,1,2,4,dormant_customers
CUST00297,15.0,2.0,4772.228886108276,1.0,0.0,4,5,1,2,high_intent_abandoner
CUST00298,338.0,1.0,937.4363710274027,0.0,0.0,5,1,1,1,high_intent_abandoner
